BRIN_NR;NAAM_INST;RAPPORTAGEMAAND;PERSOONSGEBONDENNUMMER;ACHTERNAAM;VOORVOEGSEL;ALLE_VOORNAMEN;WOONGEMEENTE;GEBOORTEDATUM;ONDERWIJSCODE;ONDERWIJSNAAM;LEERWEG;DATUM_UITSCHRIJVING;MELDING_VERZUIM_WETTELIJK;REDEN;BRIN;NAAM_INSTELLING;ONDERWIJSAANBIEDERCODE;NAAM_ONDERWIJSAANBIEDER;MELDING_VERZUIM_NIET_WETTELIJK;GEMEENTECODE;RMC_REGIO;REDEN_UITSTROOM;LOCATIECODE;ONDERWIJSLOCATIECODE;POSTCODE_ONDERWIJSLOCATIE;HUISNUMMER_ONDERWIJSLOCATIE;BRIN_VOLGNUMMER;NIVEAU;INSCHRIJVINGSVOLGNUMMER;STRAAT;HUISNUMMER;HUISLETTER;HUISNUMMER_TOEVOEGING;HUISNUMMER_AANDUIDING;ADRES_LOCATIE;POSTCODE;WOONPLAATS;VANAF_WANNEER
27GZ;ROC Mondriaan;202303;161352176;Rijn;;Emir;'S-GRAVENHAGE;02-10-2004;25334;Fashion;BOL;;J;;27GZ;ROC Mondriaan;100A188;VAVO Haaglanden;N;1726;REGIO 28;;;100X753;2612CA;5;;Mbo3 opleidingen;1;;95.0;;;;;;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;329015486;Alrai;;Merlijn Henk;'S-GRAVENHAGE;10-10-2004;25309;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Gezondheidszorg Den Haag;N;488;REGIO 28;;;100X746;2493WN;6;;Mbo4 opleidingen;1;Middelgraaflaan;204.0;;;;;2635DC;ZOETERMEER;202303
27GZ;ROC Mondriaan;202303;565656731;Berg;;Jenna Zoë;'S-GRAVENHAGE;23-04-2004;25212;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;100A198;VAVO Haaglanden;N;1622;REGIO 28;;;100X751;2521DB;5;;Mbo4 opleidingen;2;Medemblikstraat;25.0;;;;;2632AA;PIJNACKER;202303
27GZ;ROC Mondriaan;202303;508473137;Stadhouders;;Sarah;ALPHEN AAN DEN RIJN;21-12-2002;25613;Tegelzetter;BOL;;J;;27GZ;ROC Mondriaan;100A186;School voor Economie Delft;N;212;REGIO 28;;;100X756;2612CA;330;;Mbo3 opleidingen;2;Griekenlandlaan;55.0;A;;;;2562LE;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;785414913;Kemper;van;Isabel Madeleine Lena;BARENDRECHT;10-04-2004;25572;Coördinator sport- en bewegingsagogie;BBL;;J;;27GZ;ROC Mondriaan;100A173;School voor Toerisme en Recreatie;N;1799;REGIO 28;;;111X981;2593AN;34;;Mbo3 opleidingen;1;Fregatsingel;103.0;;;;;2266GT;ZWAAG;202303
27GZ;ROC Mondriaan;202303;240869282;Bertram;;Jessica;ZUIDPLAS;15-02-2004;25331;Software developer;BBL;;J;;27GZ;ROC Mondriaan;100A192;School voor Pedagogische en Sociale beroepen;N;1430;REGIO 28;;;100X755;2612CA;122;;Mbo2 opleidingen;1;Scholekstersingel;380.0;;;;;2562KT;Monster;202303
27GZ;ROC Mondriaan;202303;720137084;Santen;;Shaqycia Guraynie;'S-GRAVENHAGE;02-12-2000;25408;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A188;School voor Autotechniek en Mobiliteit;N;481;REGIO 28;;;100X750;2595GA;5;;Mbo4 opleidingen;1;Claude Debussystraat;167.0;;;;;2273SE;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;893214722;Beele;;Mustafa Can;WASSENAAR;19-08-2003;23135;Fashion Retailer;BBL;;J;;27GZ;ROC Mondriaan;100A172;School voor Economie Delft;N;506;REGIO 24;;;100X749;2493WN;70;;Mbo3 opleidingen;1;Wolmaransstraat;119.0;;;;;2525NK;ZWAMMERDAM;202303
27GZ;ROC Mondriaan;202303;568927711;Buijnsters;El;Iman;WESTLAND;29-05-2002;25305;Eerste monteur elektrotechnische installaties woning en utiliteit;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Maatschappelijke zorg en Verzorgende;N;1731;REGIO 28;;;100X749;2595GA;16;;Mbo4 opleidingen;3;Verwersdijk;284.0;;;;;2285VC;PIJNACKER;202303
27GZ;ROC Mondriaan;202303;665212926;Khelawan;;Ricky Joël;'S-GRAVENHAGE;23-04-2004;25298;Expert IT systems and devices;BOL;;J;;27GZ;ROC Mondriaan;100A186;School voor Toerisme en Recreatie;N;497;REGIO 28;;;100X755;2521DB;6;;Mbo4 opleidingen;2;Het Zicht;34.0;;;;;2807RJ;ZOETERMEER;202303
27GZ;ROC Mondriaan;202303;487436945;Seferina;dos;Neder;BARENDRECHT;07-09-2006;25329;Middenkader bouw en infra;BBL;;J;;27GZ;ROC Mondriaan;100A198;VAVO Haaglanden;N;249;REGIO 29;;;100X751;2544ED;8;;Mbo4 opleidingen;1;Europasingel;16.0;;;;;2498CH;OVERVEEN;202303
27GZ;ROC Mondriaan;202303;390265178;Kegge;El;Jonathan Ariandi;'S-GRAVENHAGE;01-11-2005;25271;Pedagogisch medewerker kinderopvang;BOL;;J;;27GZ;ROC Mondriaan;100A179;School voor Pedagogische en Sociale beroepen;N;1720;REGIO 28;;;100X754;2544ED;9;;Mbo4 opleidingen;1;Da Costalaan;28.0;M;;;;2572GH;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;111067972;Rostami;;Ilyas Isam;'S-GRAVENHAGE;13-04-2006;25712;Apothekersassistent;BOL;;J;;27GZ;ROC Mondriaan;100A192;VAVO Haaglanden;N;496;REGIO 28;;;100X756;2612CA;1;;Mbo3 opleidingen;1;Thorbeckelaan;365.0;;;;;2561XE;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;185935152;Kersten;;Elaine;PIJNACKER-NOOTDORP;03-10-2003;25667;Allround Hospitality Medewerker;BOL;;J;;27GZ;ROC Mondriaan;100A186;School voor Economie en Juridische beroepen;N;495;REGIO 28;;;100X758;2544ED;1;;Mbo3 opleidingen;1;Vrederustlaan;119.0;;;;;2496LW;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;779173620;Bue;;Mohammad;'S-GRAVENHAGE;12-04-2005;25395;Marketing & Communication Specialist;BOL;;J;;27GZ;ROC Mondriaan;100A190;School voor Economie Delft;N;486;REGIO 28;;;100X753;2672ZX;5;;Mbo4 opleidingen;1;Abdis Immastraat;26.0;;;;;2573ZB;ZOETERMEER;202303
27GZ;ROC Mondriaan;202303;356796464;Mohamed;;Wissal;WESTLAND;06-12-2002;25291;Monteur mechatronica;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor Toerisme en Recreatie;N;490;REGIO 28;;;100X758;2612CA;66;;Mbo3 opleidingen;1;Beatrixstraat;14.0;;;;;2685CE;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;912230324;Boer;;Ilknur;WESTLAND;15-02-2004;25656;Allround technicus voertuigen en mobiele werktuigen;BBL;;J;;27GZ;ROC Mondriaan;100A190;VAVO Haaglanden;N;1419;REGIO 28;;;100X755;2493WN;15;;Mbo3 opleidingen;2;Leliestraat;12.0;b;;;;2581XD;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;476761443;Dawit Eyob Mesel;van der;Brendan Ruwin;BREDA;28-05-2002;25586;Assistent horeca, voeding of voedingsindustrie;BBL;;J;;27GZ;ROC Mondriaan;100A179;School voor Economie en Juridische beroepen;N;514;REGIO 8;;;100X747;2512ER;1;;Mbo2 opleidingen;3;Tsarenhof;91.0;F;;k227;;2581SL;KATWIJK ZH;202303
27GZ;ROC Mondriaan;202303;175313653;Romijn;van;Ryan;'S-GRAVENHAGE;07-02-2005;25757;Marketing & Communication Specialist;BBL;;J;;27GZ;ROC Mondriaan;100A190;School voor Orde & Veiligheid;N;1834;REGIO 29;;;100X746;2544ED;18;;Mbo4 opleidingen;3;Loosduinsekade;553.0;;;;;2271GA;RIJSWIJK ZH;202303
27GZ;ROC Mondriaan;202303;504603125;Jankie;do;Carlos;OOSTSTELLINGWERF;17-08-2005;25695;Retailmedewerker;EX;;J;;27GZ;ROC Mondriaan;100A173;School voor Bouw en Infra;N;599;REGIO 29;;;100X746;2593AN;50;;Mbo3 opleidingen;1;Molièreweg;27.0;;;;;3155TR;VOORSCHOTEN;202303
27GZ;ROC Mondriaan;202303;698288407;Jansen;;Uğur Can;'S-GRAVENHAGE;21-11-2005;25686;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Pedagogische en Sociale beroepen;N;1675;REGIO 28;;;100X747;2612CA;43;;Mbo4 opleidingen;1;;83.0;;;;;2902XC;ZOETERMEER;202303
27GZ;ROC Mondriaan;202303;164330058;Wensveen;;Jamal Aïssa George;ZOETERMEER;11-07-2000;25707;Leidinggevende travel & hospitality;BBL;;J;;27GZ;ROC Mondriaan;100A190;School voor Zorg en Welzijn Leiden;N;503;REGIO 28;;;100X756;2493WN;7;;Mbo2 opleidingen;1;Noordbuurtseweg;424.0;;;316;;2541AT;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;298720220;Grootveld;;Jonathan Ariandi;'S-GRAVENHAGE;23-06-2004;25246;Monteur elektrotechnische installaties;BBL;;J;;27GZ;ROC Mondriaan;100A178;School voor Orde & Veiligheid;N;488;REGIO 28;;;100X750;2595GA;5;;Mbo3 opleidingen;2;Isabellaland;171.0;;;;;2498EV;NOOTDORP;202303
27GZ;ROC Mondriaan;202303;591921005;Luwawa Mambu;;Vansshika Susita Amba;RIJSWIJK;05-05-2001;25200;Eerste monteur elektrotechnische installaties in de gebouwde omgeving;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Economie en Juridische beroepen;N;566;REGIO 28;;;100X747;2595GA;16;;HAVO/VWO bovenbouw;3;Schalk Burgerstraat;;;;;;2283XC;LEIDSCHENDAM;202303
27GZ;ROC Mondriaan;202303;632473699;Feruz Saleh Suleyman;de;Dimitri Lambertus;'S-GRAVENHAGE;02-03-2001;25623;Leidinggevende bediening;BOL;;J;;27GZ;ROC Mondriaan;100A187;VAVO Haaglanden;N;377;REGIO 29;;;100X758;2595GA;31;;Mbo3 opleidingen;A6;Hulshorststraat;69.0;;;;;;DELFT;202303
27GZ;ROC Mondriaan;202303;540079105;Awchy;dos;Alex Bram;WESTLAND;06-05-2001;23217;Leidinggevende leisure & hospitality;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Gezondheidszorg Den Haag;N;1617;REGIO 29;;;100X750;2595GA;46;;Mbo2 opleidingen;1;Gv Juliana v Stolbergln;109.0;;;;;2552HH;ROTTERDAM;202303
27GZ;ROC Mondriaan;202303;276382568;Eijnden;;Indy;PIJNACKER-NOOTDORP;15-02-2004;25369;Apothekersassistent;BOL;;J;;27GZ;ROC Mondriaan;100A180;School voor Orde & Veiligheid;N;585;REGIO 27;;;100X750;2493WN;1;;Mbo4 opleidingen;1;Aalbessenlaan;120.0;;;;;3136VB;ZOETERMEER;202303
27GZ;ROC Mondriaan;202303;727691494;Paiman;de;Jiayi;KAAG EN BRAASSEM;03-12-2003;25171;Maatschappelijke Zorg;BOL;;J;;27GZ;ROC Mondriaan;100A172;VAVO Haaglanden;N;366;REGIO 28;;;100X758;2493WN;8;;Mbo3 opleidingen;A1;Hoenderloostraat;112.0;;;;;3141KV;WATERINGEN;202303
27GZ;ROC Mondriaan;202303;810209559;Meijndert;;Najoua;ALPHEN AAN DEN RIJN;21-02-2006;5232;Vavo Atheneum Zonder Profiel;BOL;;J;;27GZ;ROC Mondriaan;100A190;School voor Technologie en Engineering;N;283;REGIO 28;;;100X750;2493WN;47;;HAVO/VWO bovenbouw;2;Molenstraat;119.0;A;;;;2211VE;CAPELLE AAN DEN IJSSEL;202303
27GZ;ROC Mondriaan;202303;367470315;Karaarslan;;Dominique Gabriëlle Christine;'S-GRAVENHAGE;06-05-2004;25563;Tegelzetter;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Toerisme en Recreatie;N;1568;REGIO 36;;;100X754;2493WN;71;;Mbo2 opleidingen;A5;Jacob van Heemskerklaan;113.0;;;;;2678XX;CAPELLE AAN DEN IJSSEL;202303
27GZ;ROC Mondriaan;202303;344678294;Kaynak;El;Zakaria;KATWIJK;08-01-2003;25433;Autotechnicus;BOL;;J;;27GZ;ROC Mondriaan;100A188;International Hotel and Management School;N;1715;REGIO 28;;;100X747;2595GA;45;;Mbo4 opleidingen;1;Bunschotensestraat;14.0;;;;;2573XW;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;578829073;Tunç;;Kübra;'S-GRAVENHAGE;04-05-2005;25217;Salonmanager;BBL;;J;;27GZ;ROC Mondriaan;100A186;School voor Zorg en Welzijn Westland;N;517;REGIO 27;;;100X758;2595GA;8;;Mbo1 opleidingen;2;Troelstrakade;122.0;;;;;2541GP;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;921398224;Bouayachi;El;Mohamed;ZOETERMEER;30-09-2000;25706;Manager/ondernemer horeca;BBL;;J;;27GZ;ROC Mondriaan;100A188;Beauty, Hair & Fashion;N;496;REGIO 28;;;100X750;2595GA;1;;Mbo2 opleidingen;1;Steenwijklaan;23.0;;;;;2665RV;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;566932238;Zoutenbier;;Daniel;WESTLAND;15-02-2006;25352;Vavo Havo Nieuw Profiel Natuur en Gezondheid;BOL;;J;;27GZ;ROC Mondriaan;100A172;VAVO Haaglanden;N;1641;REGIO 28;;;100X758;2521DB;6;;Mbo4 opleidingen;1;Lange Wantijkade;119.0;;;;;2572JE;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;683290759;Ferdinand;;Vera Rosanne;PIJNACKER-NOOTDORP;07-10-2004;25611;Schoonheidsverzorging;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor Entreeopleidingen;N;578;REGIO 26;;;100X758;2612CA;69;;Mbo2 opleidingen;1;Snoystraat;12.0;;;;;2673BW;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;729015217;Berg;van;Mark;'S-GRAVENHAGE;19-06-2003;25320;Manager retail;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Horeca & Facilitaire dienstverlening;N;480;REGIO 28;;;100X746;2544ED;5;;Mbo4 opleidingen;2;Rijswijkseweg;134.0;;;;;2541JG;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;377693245;Scholten;El;Frank Sebastian;ALPHEN AAN DEN RIJN;16-04-2001;25778;Pedagogisch medewerker kinderopvang;BBL;;J;;27GZ;ROC Mondriaan;101A729;Beauty, Hair & Fashion;N;1779;REGIO 28;;;100X746;2612CA;8;;Mbo4 opleidingen;1;Ruinerwoldstraat;112.0;;;;;2642ZW;DELFT;202303
27GZ;ROC Mondriaan;202303;161364022;Coppens;;Isabel;'S-GRAVENHAGE;03-12-2005;25600;Technicus elektrotechnische installaties woning en utiliteit;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Metaal-, Elektro- en installatietechniek;N;569;REGIO 28;;;100X759;2512ER;7;;Mbo4 opleidingen;1;Gevers Deynootweg;31.0;;;;;2595WS;ZOETERMEER;202303
27GZ;ROC Mondriaan;202303;618045750;Dijk;;Melissa;'S-GRAVENHAGE;03-10-2002;25291;Assistent horeca, voeding of voedingsindustrie;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Economie en Juridische beroepen;N;1729;REGIO 28;;;100X757;2493WN;7;;Mbo4 opleidingen;1;Frederik van Eedenplein;23.0;;;;;2718EG;LEIDSCHENDAM;202303
27GZ;ROC Mondriaan;202303;227908139;Hagebeek;;Jeandreù Nataneal;DELFT;29-11-2004;25521;Sociaal-maatschappelijk dienstverlener;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor Gezondheidszorg Den Haag;N;507;REGIO 32;;;100X746;2521DB;45;;Mbo4 opleidingen;1;Max Havelaarstraat;34.0;;;;;;VOORSCHOTEN;202303
27GZ;ROC Mondriaan;202303;171360710;Schip;;Nisa;'S-GRAVENHAGE;12-03-2002;25253;Zelfstandig werkend kok;BBL;;J;;27GZ;ROC Mondriaan;100A188;School voor Economie Delft;N;1777;REGIO 27;;;100X753;2493WN;69;;Mbo4 opleidingen;2;Noorderhavenkade;25.0;;;;;2563RZ;RIJSWIJK ZH;202303
27GZ;ROC Mondriaan;202303;334162742;Marks;El;Jayvian David;'S-GRAVENHAGE;07-01-2004;25624;Begeleider gehandicaptenzorg;BBL;;J;;27GZ;ROC Mondriaan;100A177;School voor Toerisme en Recreatie;N;1752;REGIO 28;;;100X753;2672ZX;69;;Mbo4 opleidingen;1;Leidsevaart;368.0;;;;;2533CR;RIJSWIJK ZH;202303
27GZ;ROC Mondriaan;202303;290512118;Blaauw;;Fabiënne;ROTTERDAM;09-06-2004;25130;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Bouw en Infra;N;1744;REGIO 28;;;100X753;2612CA;6;;HAVO/VWO bovenbouw;2;Steenwijklaan;149.0;;;;;2727GM;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;360501695;Pocorni;;Rosanne Francel;'S-GRAVENHAGE;07-02-2003;25696;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A188;School voor Orde & Veiligheid;N;1414;REGIO 28;;;100X750;2612CA;6;;Mbo4 opleidingen;1;Binckhorstlaan;16.0;;;;;2496LB;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;467424167;Fonkel;;Ena;'S-GRAVENHAGE;08-09-2004;25279;IT systems and devices;BOL;;J;;27GZ;ROC Mondriaan;100A174;Beauty, Hair & Fashion;N;1302;REGIO 28;;;100X747;2627BK;1;;Mbo4 opleidingen;1;Oranje-Nassauplein;486.0;;;;;2719SN;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;475220902;Kragt;;Min Yan;KATWIJK;15-02-2006;25245;Monteur werktuigkundige installaties;BOL;;J;;27GZ;ROC Mondriaan;100A180;School voor Gezondheidszorg Den Haag;N;440;REGIO 26;;;100X746;2512ER;18;;Mbo2 opleidingen;2;Jan Romeinstraat;22.0;;;;;2497DA;WASSENAAR;202303
27GZ;ROC Mondriaan;202304;840699028;Rahman;;Mijada Ibrahim;PIJNACKER-NOOTDORP;03-08-2004;5949;Begeleider specifieke doelgroepen;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Pedagogische en Sociale beroepen;N;486;REGIO 28;;;100X750;2493WN;25;;Mbo4 opleidingen;1;Rederijkerstraat;4.0;;;;;2584RL;'S-GRAVENHAGE;202304
27GZ;ROC Mondriaan;202304;398474073;Nanan;van;Jasmina;PIJNACKER-NOOTDORP;05-10-2002;25289;Marketing & Communication Specialist;EX;;J;;27GZ;ROC Mondriaan;100A173;School voor Orde & Veiligheid;N;500;REGIO 28;;;100X755;2595GA;71;;HAVO/VWO bovenbouw;4;Goereesestraat;100.0;J;;;;2553RP;Pijnacker;202304
27GZ;ROC Mondriaan;202304;468120327;Riet;van;Maroua;ZOETERMEER;04-07-2003;25275;Leidinggevende travel & hospitality;BBL;;J;;27GZ;ROC Mondriaan;100A191;School voor Zorg en Welzijn Delft;N;512;REGIO 29;;;100X750;2544AH;8;;Mbo3 opleidingen;2;Jozef Israëlslaan;74.0;;;22;;2625TA;'S-GRAVENHAGE;202304
27GZ;ROC Mondriaan;202304;269585263;Giyim;;Sibel;ZOETERMEER;08-11-2001;25689;Marketing & Communication Specialist;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor Maatschappelijke zorg en Verzorgende;N;1787;REGIO 29;;;100X756;2491BE;8;;Mbo3 opleidingen;2;Derde Dijk;441.0;;;316;;2497AC;'S-GRAVENHAGE;202304
27GZ;ROC Mondriaan;202304;252241852;Curiel;;Noëlle Bernadette Jeannette;'S-GRAVENHAGE;03-03-2004;25654;Assistant Business Services;BOL;;J;;27GZ;ROC Mondriaan;100A172;VAVO Haaglanden;N;490;REGIO 28;;;100X755;2595GA;321;;Mbo4 opleidingen;1;Bosglimmerzoom;513.0;;;;;2902EP;ZOETERMEER;202304
27GZ;ROC Mondriaan;202304;212246178;Montagne;van der;Owais;'S-GRAVENHAGE;28-06-2002;25545;Retailmedewerker;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Horeca & Facilitaire dienstverlening;N;1776;REGIO 26;;;100X747;2521DB;30;;Mbo4 opleidingen;1;Rijswijkseweg;123.0;;;;;2592HC;'S-GRAVENZANDE;202304
27GZ;ROC Mondriaan;202304;963063632;Seweryn;;Ceydanur;ZWOLLE;31-03-2005;25433;Medewerker sport en recreatie;EX;;J;;27GZ;ROC Mondriaan;100A198;School voor Zorg en Welzijn Leiden;N;1815;REGIO 28;;;100X750;2521DB;9;;Mbo4 opleidingen;4;Zuiderkruis;141.0;;;;;2563KR;Leiden;202304
27GZ;ROC Mondriaan;202304;377333871;Farahi;;Joukje Marianne Natasja Darinka;WESTLAND;03-10-2002;25260;Vavo Havo Nieuw Profiel Cultuur en Maatschappij;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Gezondheidszorg Den Haag;N;1792;REGIO 28;;;100X747;2493WN;1;;Mbo2 opleidingen;1;Puccinistraat;107.0;;;;;2671NT;HELLEVOETSLUIS;202304
27GZ;ROC Mondriaan;202304;577708385;Fiori Habtom Kesete;;Sofia Alekseevna;'S-GRAVENHAGE;19-06-2003;25430;Assistant Fashion Tailor;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Gezondheidszorg Den Haag;N;545;REGIO 28;;;100X746;2612CA;16;;Mbo4 opleidingen;1;Valkenburgerweg;138.0;;;;;;PIJNACKER;202304
27GZ;ROC Mondriaan;202304;140431799;Granda;;Julia Anna;'S-GRAVENHAGE;09-06-2004;25252;Verkoper;BBL;;J;;27GZ;ROC Mondriaan;100A189;School voor Zorg en Welzijn Leiden;N;497;REGIO 28;;;100X746;2521DB;322;;Mbo3 opleidingen;1;Fruitweg;81.0;;;;;2533BE;DELFT;202304
27GZ;ROC Mondriaan;202304;644570715;Khedoe;El;Tristan;WESTLAND;18-08-2005;25630;Monteur elektrotechnische installaties;BBL;;J;;27GZ;ROC Mondriaan;100A180;Beauty, Hair & Fashion;N;502;REGIO 28;;;100X746;2544ED;30;;Mbo4 opleidingen;1;Graaf Florisweg;90.0;;;;;2622DG;ROTTERDAM;202304
27GZ;ROC Mondriaan;202304;287691441;Wolf;;Tuoi;WESTLAND;28-03-2005;25539;Vavo Havo Zonder Profiel;BOL;;J;;27GZ;ROC Mondriaan;100A179;School voor Economie Delft;N;1641;REGIO 29;;;100X746;2595GA;7;;Mbo4 opleidingen;6;Kleine Beer;82.0;;;;;2421JC;DELFT;202304
27GZ;ROC Mondriaan;202304;824269198;Schoots;;Kim;'S-GRAVENHAGE;11-11-2006;25352;Zelfstandig werkend kok;BOL;;J;;27GZ;ROC Mondriaan;100A173;School voor Retail en Logistiek Delft;N;500;REGIO 28;;;100X746;2595GA;15;;Mbo2 opleidingen;1;Dr. Schaepmanstraat;24.0;;;;;2548WV;DELFT;202304
27GZ;ROC Mondriaan;202304;231496305;Lispet;;Danique Chanel Chimène;WESTLAND;08-05-2003;25670;Eerste monteur elektrotechnische installaties woning en utiliteit;BBL;;J;;27GZ;ROC Mondriaan;100A176;School voor Zorg en Welzijn Den Haag;N;607;REGIO 26;;;111X981;2521DB;69;;Mbo1 opleidingen;3;Commandeurslaan;12.0;;;;;2671KE;ALPHEN AAN DEN RIJN;202304
27GZ;ROC Mondriaan;202304;237467804;Şahin;El;Jim;WESTLAND;29-01-2005;25576;Manager retail;BBL;;J;;27GZ;ROC Mondriaan;100A172;School voor ICT;N;1727;REGIO 26;;;100X757;2544ED;44;;Mbo4 opleidingen;A1;Chopinstraat;33.0;;;;;2541RG;'S-GRAVENHAGE;202304
27GZ;ROC Mondriaan;202304;648772984;Ridder;;Esmee Caroline Johanna;VOORSCHOTEN;12-06-2002;6048;Leidinggevende travel & hospitality;BOL;;J;;27GZ;ROC Mondriaan;100A180;School voor Zorg en Welzijn Delft;N;495;REGIO 29;;;111X981;2595GA;68;;Mbo4 opleidingen;A1;Grote Woerdlaan;30.0;;;;;2516GT;;202304
27GZ;ROC Mondriaan;202304;500619793;Zwan;;Hafsa;'S-GRAVENHAGE;01-01-2005;25338;Financieel administratieve beroepen;BOL;;J;;27GZ;ROC Mondriaan;101A729;International Hotel and Management School;N;556;REGIO 28;;;100X755;2521DB;6;;Mbo4 opleidingen;1;Broekweg;130.0;;;;;2548EM;ZOETERMEER;202304
27GZ;ROC Mondriaan;202304;402025720;Michel;;Lucas;'S-GRAVENHAGE;14-11-2005;25380;Gespecialiseerd pedagogisch medewerker;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Economie en Juridische beroepen;N;491;REGIO 28;;;100X755;2512ER;6;;Mbo4 opleidingen;1;Beatrixstraat;21.0;;;;;2543XT;DELFGAUW;202304
27GZ;ROC Mondriaan;202304;138512286;Otter;de;Alisa;'S-GRAVENHAGE;14-01-2003;25390;Doktersassistent;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Retail en Logistiek Delft;N;1672;REGIO 28;;;100X747;2493WN;6;;Mbo4 opleidingen;1;Vledderstraat;18.0;;;;;2596AD;'S-GRAVENHAGE;202304
27GZ;ROC Mondriaan;202304;927056805;Demir;;Aryan;WESTLAND;16-06-2005;25037;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Entreeopleidingen;N;489;REGIO 28;;;100X756;2521DB;67;;Mbo3 opleidingen;1;Aziëlaan;9.0;;;;;3704PD;REEUWIJK;202304
27GZ;ROC Mondriaan;202304;110035696;Kousemaker;;Finn Abraham;ROTTERDAM;15-04-2006;25130;Bedrijfsadministrateur;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Autotechniek en Mobiliteit;N;1792;REGIO 29;;;111X981;2512ER;68;;Mbo4 opleidingen;1;Chinalaan;199.0;;;;;2572WV;WATERINGEN;202304
27GZ;ROC Mondriaan;202304;205689640;Trninić;;Sarujan;'S-GRAVENHAGE;17-11-2004;25364;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Technologie en Engineering;N;496;REGIO 28;;;100X746;2493WN;1;;Mbo4 opleidingen;1;Draaistraat;25.0;;;;;2523JJ;'S-GRAVENHAGE;202304
27GZ;ROC Mondriaan;202304;593673610;Berge;;Nouhaïla;ROTTERDAM;15-12-2003;25633;Coördinator sport, bewegen en gezondheid;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Metaal-, Elektro- en installatietechniek;N;580;REGIO 28;;;100X750;2595GA;6;;Mbo4 opleidingen;2;Geysterenweg;22.0;;;;;;'S-GRAVENHAGE;202304
27GZ;ROC Mondriaan;202304;267880959;Prins;;Anouk Martina;'S-GRAVENHAGE;17-06-2002;25233;Onderwijsassistent;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Entreeopleidingen;N;1417;REGIO 28;;;100X747;2628AL;15;;Mbo3 opleidingen;3;Burg Kampschöerstraat;59.0;;;;;2574JB;'S-GRAVENHAGE;202304
27GZ;ROC Mondriaan;202304;134862409;Bulut;;Ibtissam;'S-GRAVENHAGE;13-10-2005;25381;Maatschappelijke Zorg;BOL;;J;;27GZ;ROC Mondriaan;100A177;International Hotel and Management School;N;509;REGIO 26;;;100X746;2493WN;7;;HAVO/VWO bovenbouw;A3;Aalbessenlaan;16.0;;;;;2544MH;RIJSWIJK ZH;202304
