#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
296039546;296039546;05-08-2004;V;Beek;van;Rowen;2523;REGIO 26;;1750;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25274;Vavo Havo Zonder Profiel;100A190;School voor Entreeopleidingen;;Lakeilaan;26.0;;2523GE;'S-GRAVENHAGE
738342012;738342012;29-07-2003;V;Gündoğdu;van;Furkan;2716;REGIO 27;;1800;SCHIEDAM;27GZ;27GZ;;Mbo4 opleidingen;;25327;Sport- en bewegingsleider;101A729;School voor Pedagogische en Sociale beroepen;;Nunspeetlaan;253.0;;2716EW;RIJSWIJK ZH
444118142;444118142;07-03-2003;V;Hamidi;;Anis;3119;REGIO 28;;1617;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25496;Pedagogisch medewerker kinderopvang;100A175;School voor Entreeopleidingen;;;133.0;;3119PJ;'S-GRAVENHAGE
937407616;937407616;05-10-2002;V;Vermeulen;;Mohammed Arfani Shiraaz Ibrahiem Rashied;2546;REGIO 26;;486;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25611;Meewerkend horeca ondernemer;101A729;School voor Toerisme en Recreatie;;;159.0;;2546SM;'S-GRAVENHAGE
976958594;976958594;07-01-2006;M;Alshater;van de;Outman Said Jamal;2521;REGIO 30;;579;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25624;Software developer;100A195;School voor Lifestyle, Sport en Bewegen;;Fruitlaan;397.0;;2521RZ;ALPHEN AAN DEN RIJN
534262926;534262926;07-07-2004;M;Meijer;;Bo;2572;REGIO 28;;1647;KATWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25679;Allround technicus voertuigen en mobiele werktuigen;100A181;School voor Business support;;Haagweg;96.0;;2572WR;ZOETERMEER
614151312;614151312;16-07-2002;M;Ghamrawi;in 't;Jeavy;2571;REGIO 28;;1645;ALPHEN AAN DEN RIJN;27GZ;27GZ;;Mbo3 opleidingen;EX;25360;Coördinator beveiliging;100A188;School voor Business support;;Koedijk;24.0;;2571VA;VOORSCHOTEN
729887888;729887888;28-09-2006;V;Hoek;;Jasmin;2285;REGIO 28;;603;ROTTERDAM;27GZ;27GZ;;Mbo3 opleidingen;EX;25143;Legal, Insurance & HR Services Specialist;100A174;School voor Zorg en Welzijn Leiden;;Prins Frederiklaan;;;2285HV;DE LIER
296203411;296203411;13-10-2006;V;Bhikhie;van;Jaouad;2681;REGIO 28;;503;AALSMEER;27GZ;27GZ;;Mbo2 opleidingen;EX;25299;Logistiek medewerker;100A179;School voor Orde & Veiligheid;;Oosteinde;429.0;;2681PV;Oegstgeest
505885846;505885846;05-12-2003;V;Reijnders;El;Naut;2631;REGIO 27;;1811;LELYSTAD;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;5121;Vavo Havo voorexamenklas;100A180;School voor Bouw en Infra;;Smaragdhorst;16.0;;2631XG;ROZENBURG ZH
400012438;400012438;19-06-2000;M;Stoep;El;Tyler Jamie;2591;REGIO 28;;502;KATWIJK;27GZ;27GZ;;Mbo1 opleidingen;BBL;5121;Legal, Insurance & HR Services Specialist;100A176;School voor Metaal-, Elektro- en installatietechniek;;Regentesselaan;938.0;;2591VV;'s-Gravenhage
617886870;617886870;18-06-2003;V;Hoorn;;Salim Djahabi;2291;REGIO 28;;502;DELFT;27GZ;27GZ;;Mbo3 opleidingen;BOL;25268;Sociaal werker;100A173;School voor Zorg en Welzijn Leiden;;Saffier;21.0;;2291ZR;ZOETERMEER
825734297;825734297;12-04-2004;V;Briedé;;Nour;2546;REGIO 28;;1769;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25242;Marketing & Communication Specialist;100A196;International Hotel and Management School;;1e Van der Kunstraat;482.0;;2546SL;'S-GRAVENHAGE
278705307;278705307;30-11-2004;V;Kersten;van;Tess;2343;REGIO 28;;576;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25660;Medewerker (financiële) administratie;100A191;School voor Retail en Logistiek Delft;;Jan van Gojenstraat;984.0;;2343SM;WOUBRUGGE
904508571;904508571;28-05-2004;V;Duygu;;Joell Maykel;2273;REGIO 28;;1379;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25324;Bedrijfsadministrateur;100A186;School voor Gezondheidszorg Den Haag;;Obrechtlaan;49.0;;2273JZ;'S-GRAVENHAGE
496153760;496153760;28-05-2005;V;Haas;de la;Mark;2531;REGIO 26;;1859;MIDDEN-DELFLAND;27GZ;27GZ;;Mbo2 opleidingen;BOL;5121;Entree;100A184;School voor Zorg en Welzijn Den Haag;;Kranenburgweg;108.0;;2531XA;IJMUIDEN
966341797;966341797;12-07-2002;M;Leeuwen;;Lotte Frederieke;2024;REGIO 28;;482;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25272;VAVO-MAVO Theoretische leerweg zonder profiel;101A783;School voor Autotechniek en Mobiliteit;;Wateringseweg;23.0;;2024JJ;'S-GRAVENHAGE
207631528;207631528;05-03-2000;V;Rashid;;Annyka Louise;2691;REGIO 27;;565;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;BOL;23297;Allround Schoonheidsspecialist;100A172;School voor Economie en Juridische beroepen;;Krakeelpolderweg;137.0;;2691RB;ZOETERMEER
332772522;332772522;04-05-2005;V;Öztürk;;Mona;2597;REGIO 28;;557;OEGSTGEEST;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25689;Aankomend medewerker grondoptreden;100A196;School voor Lifestyle, Sport en Bewegen;;Binckhorstlaan;28.0;;2597VZ;'S-GRAVENHAGE
165622957;165622957;05-08-2004;M;Demir;;Alyssa;2676;REGIO 28;;1660;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BBL;25731;Pedagogisch medewerker kinderopvang;100A190;Beauty, Hair & Fashion;;Lyonnetstraat;163.0;;2676AV;'S-GRAVENHAGE
424293555;424293555;15-09-2003;M;Masoud;de;Roshni Karishma;2643;REGIO 26;;1712;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25241;Onderwijsassistent;100A184;School voor Metaal-, Elektro- en installatietechniek;;Zeger de Moorstraat;19.0;;2643KG;WATERINGEN
597079220;597079220;18-09-2005;V;Hagebeek;;Ryan;2652;REGIO 28;;474;KATWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25717;Business Administration & Control Specialist;100A191;School voor Maatschappelijke zorg en Verzorgende;;Steenzicht;156.0;;2652PB;'S-GRAVENHAGE
169522357;169522357;02-06-2006;M;Hoogenboom;;Rosanne Francel;2643;REGIO 28;;477;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25754;Pedagogisch medewerker kinderopvang;100A184;School voor Entreeopleidingen;;Thorbeckelaan;128.0;;2643KJ;'S-GRAVENHAGE
931280051;931280051;20-04-2006;M;Elliott;;Thomas;2525;REGIO 28;;500;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25294;Manager/ondernemer horeca;100A187;School voor Lifestyle, Sport en Bewegen;;Kuifduikerstraat;18.0;;2525XR;LEIDSCHENDAM
180991165;180991165;29-05-2004;V;Duygu;de;Ikrame;2672;REGIO 27;;575;SCHIEDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;23364;Business support;100A184;School voor Zorg en Welzijn Westland;;Papsouwselaan;18.0;;2672DR;RHOON
879211715;879211715;24-12-2002;V;Zuiderwijk;;Hamza;2515;REGIO 28;;486;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25199;Handhaver toezicht en veiligheid;100A174;School voor Zorg en Welzijn Den Haag;;Zilvermeeuwlaan;134.0;;2515BM;ZOETERMEER
881538243;881538243;01-01-2004;V;Jansen;;Farah;2636;REGIO 28;;1665;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25332;Pedagogisch medewerker kinderopvang;100A187;International Hotel and Management School;;Windesheimstraat;15.0;;2636BL;MONSTER
915911880;915911880;08-04-2004;V;Marrouni;;Lisa;2652;REGIO 28;;542;DELFT;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25682;Pedagogisch medewerker kinderopvang;100A187;School voor Business support;;Marktweg;111.0;;2652NR;'S-GRAVENHAGE
641807562;641807562;20-02-2004;V;Selm;;Felicity;2721;REGIO 26;;1783;LEIDEN;27GZ;27GZ;;Mbo4 opleidingen;BBL;25348;Medewerker fastservice;100A190;School voor Technologie en Engineering;;Rakkersveld;130.0;;2721HE;
591672523;591672523;12-06-2002;M;Wolf;van der;Barış;2564;REGIO 28;;566;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25577;Coördinator buurt, onderwijs en sport;101A783;VAVO Haaglanden;;Mr. J. Meermanerf;60.0;;2564JM;'S-GRAVENHAGE
137802958;137802958;27-10-2003;M;Burg;van;Daniel;2681;REGIO 40;;595;BODEGRAVEN-REEUWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25597;Zelfstandig werkend gastheer/-vrouw;100A188;School voor Zorg en Welzijn Delft;;Kuyperstraat;30.0;;2681EK;'s-Gravenhage
133969103;133969103;17-08-2005;M;Alrai;;Amber;2552;REGIO 28;;1707;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25720;Timmerman;100A172;School voor Orde & Veiligheid;;;21.0;;2552JT;RIJSWIJK ZH
119780560;119780560;25-01-2002;M;Jong;;Younes;2585;REGIO 28;;602;HELLEVOETSLUIS;27GZ;27GZ;;Mbo4 opleidingen;BBL;25699;Begeleider specifieke doelgroepen;100A190;School voor Business support;;Zuidwal;126.0;;2585XR;RIJSWIJK ZH
217199831;217199831;01-03-2006;M;Alsayed;de;Sjoerd;2552;REGIO 28;;519;KATWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25104;Allround medewerker facilitaire dienstverlening;101A783;School voor Technologie en Engineering;;Naaldwijkseweg;22.0;;2552XG;Spijkenisse
720221399;720221399;22-11-2002;M;Gerritsma;;Youri Karel Jan;2492;REGIO 28;;476;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25390;Timmerman;100A188;Beauty, Hair & Fashion;;Rijswijkseweg;24.0;;2492SP;'S-GRAVENHAGE
871478495;871478495;03-07-2002;V;Bouayachi;;Chaimae;2172;REGIO 28;;479;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25768;Assistent dienstverlening;100A191;School voor Metaal-, Elektro- en installatietechniek;;Schalk Burgerstraat;13.0;;2172BW;
258553057;258553057;19-11-2004;V;Kejouan;;Veronika Atanasova;2584;REGIO 28;;1787;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25538;Coördinator sportinstructie, training en coaching;100A182;VAVO Haaglanden;;Schoolstraat;148.0;;2584TV;DE LIER
166933732;166933732;31-03-2003;V;Benchouchi;;Eren;2525;REGIO 28;;578;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25267;Assistent horeca, voeding of voedingsindustrie;100A198;International Hotel and Management School;;Beethovenlaan;21.0;;2525ZB;WASKEMEER
523613414;523613414;21-07-2005;V;Jansma;de;Nando Nascimento;2547;REGIO 28;;507;OOSTSTELLINGWERF;27GZ;27GZ;;Mbo3 opleidingen;BOL;25629;Doktersassistent;100A188;School voor Bouw en Infra;;Huijgenspark;22.0;;2547TJ;ARNHEM
200422634;200422634;16-08-2003;V;Çur;;Rabia Melisa;2266;REGIO 28;;1743;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25239;Entree;100A182;School voor Gezondheidszorg Den Haag;;Theresiastraat;114.0;;2266NJ;VLAARDINGEN
256161002;256161002;16-04-2004;M;Brand;;Musa;2571;REGIO 28;;489;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25292;Mbo- Verpleegkunde;101A729;School voor Horeca & Facilitaire dienstverlening;;Van Duivenvoordelaan;142.0;;2571AM;'S-GRAVENHAGE
620410093;620410093;07-01-2006;M;Grootveld;;Dimitri Lambertus;2245;REGIO 26;;1475;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25048;Mbo- Verpleegkunde;101A729;School voor Zorg en Welzijn Den Haag;;Wesselsstraat;112.0;;2245XS;DELFT
398374129;398374129;13-04-2003;M;Wolf;;Imad;2681;REGIO 28;;486;VLAARDINGEN;27GZ;27GZ;;Mbo4 opleidingen;BBL;25435;Zelfstandig werkend gastheer/-vrouw;101A783;School voor Autotechniek en Mobiliteit;;François Valentijnstraat;123.0;;2681LX;LEIDEN
794440945;794440945;31-07-2005;M;Lukassen;;Nicole;2572;REGIO 27;;1467;ARNHEM;27GZ;27GZ;;Mbo4 opleidingen;EX;23191;Assistent horeca, voeding of voedingsindustrie;100A187;School voor Gezondheidszorg Den Haag;;Prins Frederiklaan;21.0;;2572RW;ABCOUDE
115389683;115389683;09-09-2005;V;Wolf;;Fabiënne;2272;REGIO 28;;1372;ZOETERMEER;27GZ;27GZ;;Mbo1 opleidingen;BOL;25367;Timmerman;100A172;School voor Autotechniek en Mobiliteit;;Scholstraat;137.0;;2272BB;
936391925;936391925;15-02-2004;M;Baroudi;;Stan Nicolaas Arnoldus;2641;REGIO 28;;489;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25419;Coördinator buurt, onderwijs en sport;100A179;School voor Lifestyle, Sport en Bewegen;;Lehárstraat;12.0;;2641KZ;ZOETERMEER
580990198;580990198;01-08-2001;V;Schie;;Maryam;2551;REGIO 28;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;;25266;Technicus engineering;100A190;Beauty, Hair & Fashion;;Scheepensstraat;28.0;;2551LZ;WATERINGEN
434287863;434287863;23-04-2006;V;Creque;;Dicle;2321;REGIO 29;;505;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25295;Assistent dienstverlening;100A174;School voor Metaal-, Elektro- en installatietechniek;;Dunantstraat;25.0;;2321CR;WATERINGEN
610645246;610645246;08-05-2005;M;Hoen;;Kiki Celine;2492;REGIO 28;;487;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25768;Medewerker secretariaat en receptie;100A187;School voor Metaal-, Elektro- en installatietechniek;;Parallelweg;141.0;;2492MD;DEN HOORN ZH
958838015;958838015;28-05-2004;M;Pieterse;;Andocha Wichian Jacobus;2541;REGIO 28;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25610;Mbo-Verpleegkundige;100A173;Beauty, Hair & Fashion;;Fruitlaan;30.0;;2541TJ;DELFT
542356739;542356739;23-06-2004;M;Mohamed;;Charlie;2591;REGIO 28;;1654;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25603;Pedagogisch medewerker kinderopvang;101A729;School voor Zorg en Welzijn Leiden;;Verlengde Poelkade;75.0;;2591TH;'S-GRAVENHAGE
951694597;951694597;02-02-2006;V;Aden;;Edmond-Douglas Opare Danquah;2716;REGIO 28;;565;ROTTERDAM;27GZ;27GZ;;Mbo1 opleidingen;BOL;25312;Persoonlijk begeleider specifieke doelgroepen;101A729;School voor Metaal-, Elektro- en installatietechniek;;Holtenstraat;485.0;;2716CL;DE LIER
990950664;990950664;04-06-2005;M;Lansbergen;de la;Mario Alberto;2231;REGIO 8;;1806;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25547;Gezel schilder;101A783;School voor Zorg en Welzijn Westland;;Kadoelerbos;11.0;;2231XJ;MAASDIJK
172373259;172373259;28-05-2003;M;Schipper;;Asena Hazal;2526;REGIO 28;;58;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25625;Onderwijsassistent;101A729;Beauty, Hair & Fashion;;Nunspeetlaan;141.0;;2526BJ;'S-GRAVENHAGE
904082702;904082702;27-06-2002;M;Vermeulen;;Gabriela;2531;REGIO 28;;496;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25588;Handhaver toezicht en veiligheid;100A179;School voor Lifestyle, Sport en Bewegen;;Hilversumsestraat;401.0;;2531JV;'S-GRAVENHAGE
826881294;826881294;19-02-2004;V;Mehmed;;Suraya;2526;REGIO 28;;481;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25416;Pedagogisch medewerker kinderopvang;100A189;School voor Zorg en Welzijn Delft;;Den Helderstraat;22.0;;2526CJ;'S-GRAVENHAGE
940160274;940160274;03-12-2005;M;Atasever;;Lieke Aletta Abramina;2543;REGIO 28;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25291;Medewerker sport en recreatie;100A176;School voor Bouw en Infra;;Oostvlietweg;13.0;;2543VZ;MONSTER
122107154;122107154;22-07-2001;V;Graaf;;Adem;2321;REGIO 28;;487;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;23029;Vavo Gymnasium Nieuw Profiel Natuur en Gezondheid;100A188;School voor Metaal-, Elektro- en installatietechniek;;Tempelberg;15.0;;2321HW;DELFT
259241244;259241244;26-01-2000;M;Spaans;;Kevin Thomas;2352;REGIO 26;;1696;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BBL;25674;Meewerkend horeca ondernemer;100A180;School voor Gezondheidszorg Den Haag;;Boekweitakker;15.0;;2352BB;'S-GRAVENHAGE
804009244;804009244;01-07-2001;V;Leeuwen;;Youness;2525;REGIO 28;;479;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25791;Aankomend onderofficier grondoptreden;100A179;School voor Lifestyle, Sport en Bewegen;;Strijplaan;15.0;;2525AK;'S-GRAVENHAGE
156120354;156120354;18-01-2005;M;Çikaray;;Duncan;2572;REGIO 28;;1675;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25647;Mbo-Verpleegkundige;100A176;School voor Autotechniek en Mobiliteit;;Zilvermeeuwlaan;61.0;;2572CB;'S-GRAVENHAGE
924792102;924792102;25-08-2005;M;Sturing;;Michael Emile Maurice;2731;REGIO 28;;548;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25307;Bedrijfsadministrateur;100A196;School voor Retail en Logistiek Delft;;Oog in 't Zeilstraat;52.0;;2731GL;RIJSWIJK ZH
604058919;604058919;23-03-2005;V;Bouderbal;;Levay Deshawn;2571;REGIO 28;;491;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25293;Mbo- Verpleegkunde;100A190;School voor Horeca & Facilitaire dienstverlening;;Loosduinseweg;168.0;;2571WJ;DELFT
183579945;183579945;11-01-2004;V;Diallo;de;Gijs Marcus;2672;REGIO 28;;1813;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BOL;25211;Mbo-Verpleegkundige;101A729;School voor Zorg en Welzijn Den Haag;;Erasmusplein;46.0;;2672HE;AMSTELVEEN
301577514;301577514;28-08-2003;M;Driel;van;Shaquille Fardeen Raöef;2611;REGIO 28;;499;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25549;Software developer;100A172;School voor Economie Delft;;Aarnout Drostlaan;25.0;;2611AS;RIJSWIJK ZH
299152681;299152681;03-04-2001;M;Özdemir;;Olivier;2573;REGIO 29;;1741;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BOL;25284;Logistiek teamleider;100A190;Beauty, Hair & Fashion;;Breitner;31.0;;2573AX;ROELOFARENDSVEEN
412366123;412366123;20-04-2003;V;Ramdjanbeg;van der;Nnamdi Victor;2678;REGIO 26;;509;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25696;Pedagogisch medewerker kinderopvang;100A186;School voor Retail en Logistiek Delft;;Spinozaweg;63.0;;2678NA;
615429420;615429420;28-09-2003;V;Graaff;;Chaimae;2525;REGIO 28;;476;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BBL;25210;Verzorgende-IG;100A173;School voor Metaal-, Elektro- en installatietechniek;;Isabellaland;131.0;;2525ZL;'S-GRAVENHAGE
231421227;231421227;30-04-2002;V;Boerma;;Mustafa Can;2728;REGIO 28;;563;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25620;Junior stylist;100A181;School voor Economie en Juridische beroepen;;Waldorpstraat;19.0;;2728GS;DELFT
462402865;462402865;06-11-2002;V;Shaltout;;Dilara Alida;2521;REGIO 28;;1735;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25258;Software developer;100A196;School voor Zorg en Welzijn Leiden;;Rietzangerstraat;17.0;;2521CA;'S-GRAVENHAGE
924202291;924202291;18-09-2004;M;Kooij;;Mounir;;REGIO 26;;494;KRIMPENERWAARD;27GZ;27GZ;;Mbo4 opleidingen;BOL;25647;Onderwijsassistent;100A196;School voor Zorg en Welzijn Den Haag;;Hofzicht;137.0;;;'S-GRAVENHAGE
885798196;885798196;17-03-2006;M;Tamim;;Iman;2552;REGIO 28;;493;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25386;Assistent dienstverlening;100A172;School voor Economie en Juridische beroepen;;Loosduinseweg;178.0;;2552JC;'S-GRAVENHAGE
128955701;128955701;03-12-2003;V;Lootens;van;Nick;2492;REGIO 26;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25620;Assistent bouwen, wonen en onderhoud;101A729;VAVO Haaglanden;;Corona;420.0;;2492SV;WATERINGEN
511522102;511522102;03-06-2003;V;Tatli;;Naut;2521;REGIO 29;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25291;Vavo Havo Nieuw Profiel Natuur en Gezondheid;100A173;School voor Zorg en Welzijn Leiden;;Burg Honnerlage Greteln;111.0;;2521RG;ROTTERDAM
508146999;508146999;05-04-2004;V;Haan;;Emre;2593;REGIO 28;;473;ROTTERDAM;27GZ;27GZ;;Mbo3 opleidingen;BOL;25269;Technicus engineering;100A196;School voor Maatschappelijke zorg en Verzorgende;;Brueghelstraat;36.0;;2593GB;DELFT
904639803;904639803;11-11-2006;V;Lange;;Ishandro Sharlyson;3068;REGIO 28;;1736;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25412;Retailmedewerker;100A173;School voor Business support;;Tahiti;26.0;;3068DA;'S-GRAVENHAGE
810595648;810595648;09-11-2005;V;Triemstra;van;Chaima;;REGIO 29;;1710;DELFT;27GZ;27GZ;;Mbo3 opleidingen;BOL;25273;Vavo Havo Zonder Profiel;100A176;School voor Bouw en Infra;;Noordwal;249.0;;;RIJSWIJK ZH
374191425;374191425;15-04-2004;V;Chromińska;;Nishani Ishaya;2694;REGIO 28;;576;LEIDEN;27GZ;27GZ;;Mbo3 opleidingen;BOL;25521;Legal, Insurance & HR Services Specialist;101A729;School voor Zorg en Welzijn Westland;;Rijswijkseplein;207.0;;2694BA;WASSENAAR
935310661;935310661;18-08-2005;V;Zwinenberg;;Jasmina;2545;REGIO 28;;492;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;25655;Assistent mobiliteitsbranche;100A172;School voor Lifestyle, Sport en Bewegen;;Copernicusstraat;17.0;;2545WE;'S-GRAVENHAGE
729199944;729199944;17-09-2001;V;Kershof;van;Joey Corné;2421;REGIO 28;;1628;BODEGRAVEN-REEUWIJK;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25598;Eerste monteur elektrotechnische installaties in de gebouwde omgeving;100A198;School voor Zorg en Welzijn Leiden;;Koningin Julianalaan;129.0;;2421GC;BADHOEVEDORP
201831760;201831760;02-03-2006;M;Nijman;;Dejenne Dershenie;2541;REGIO 28;;497;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BOL;25320;Juridisch-administratief dienstverlener;100A172;School voor Lifestyle, Sport en Bewegen;;Beukelsweg;129.0;;2541TV;DELFT
537277781;537277781;09-06-2005;V;Schoots;;Angely June;2721;REGIO 28;;496;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25290;Bedrijfsadministrateur;100A181;School voor Metaal-, Elektro- en installatietechniek;;Kerkstraat;26.0;;2721KL;VOORBURG
192165206;192165206;07-02-2004;V;Dündar;;Maud;2496;REGIO 16;;503;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo1 opleidingen;BOL;25740;Vavo Atheneum Nieuw Profiel Natuur en Gezondheid;100A172;School voor Maatschappelijke zorg en Verzorgende;;Jan Kistenstraat;29.0;;2496HJ;'S-GRAVENHAGE
810169688;810169688;16-03-2003;V;Toetenel;;Edmond-Douglas Opare Danquah;2526;REGIO 28;;596;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;;25219;Ondernemer retail;100A198;School voor ICT;;Fossa;444.0;;2526LN;DELFT
935408985;935408985;22-08-2001;M;Smakman;;Sander Fabian;2635;REGIO 28;;1760;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25381;Allround timmerman;100A196;School voor Business support;;Witbol;149.0;;2635EB;
609236313;609236313;31-08-2004;M;Albers;;Khadija;2548;REGIO 28;;593;HOEKSCHE WAARD;27GZ;27GZ;;Mbo3 opleidingen;BBL;25325;Medewerker human resource management (HRM);100A177;School voor Zorg en Welzijn Den Haag;;Praamkade;196.0;;2548JN;WIJK BIJ DUURSTEDE
826029403;826029403;06-12-2005;M;Santoe;;Gino Diego Delano;2531;REGIO 28;;493;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;23312;Gespecialiseerd pedagogisch medewerker;100A198;VAVO Haaglanden;;Gravinnendreef;107.0;;2531SW;ZOETERMEER
190362968;190362968;08-11-2003;V;Ahmed;van der;Ali;2728;REGIO 28;;488;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BOL;25323;Pedagogisch medewerker kinderopvang;100A190;Beauty, Hair & Fashion;;Hamwijck;62.0;;2728NP;'S-GRAVENHAGE
474985822;474985822;23-11-2001;M;Edrisi;;Cindy;2716;REGIO 29;;581;VLAARDINGEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25303;Middenkader bouw en infra;101A783;School voor Pedagogische en Sociale beroepen;;Butskop;128.0;;2716AL;RIJNSBURG
315897190;315897190;03-02-2000;V;Borst;van;Youness;2719;REGIO 28;;1689;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25282;Helpende Zorg en Welzijn;100A187;School voor Pedagogische en Sociale beroepen;;Chopinstraat;10.0;;2719AE;RIJSWIJK ZH
