#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;EXAMEN;IND_BEKOSTIGING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
742550558;742550558;12-01-2006;V;Mohamed;van;Jaedon Freddy Emeylson;3043;REGIO 26;;553;WESTLAND;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25785;Mbo- Verpleegkunde;;;100A172;School voor Pedagogische en Sociale beroepen;;Bram Frosstraat;70.0;;3043JA;ZOETERMEER
431098112;431098112;15-12-2003;M;Yildiz;;Sweja Hélène;2533;REGIO 28;;483;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25293;Vavo Havo Nieuw Profiel Economie en Maatschappij;;;100A178;School voor Orde & Veiligheid;;Steijnlaan;29.0;;2533KV;'S-GRAVENHAGE
830399073;830399073;01-07-2000;M;Moradi Ghahdrijani;El;Luca Milan;2718;REGIO 28;;509;TEYLINGEN;27GZ;27GZ;;Mbo3 opleidingen;BOL;25283;Verkoper;;;100A175;VAVO Haaglanden;;Libelsingel;131.0;;2718NS;Katwijk
365869000;365869000;21-11-2000;V;Jannasch;van;Sarah;2572;REGIO 28;;1738;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25356;Pedagogisch medewerker kinderopvang;;;100A173;School voor Pedagogische en Sociale beroepen;;Pierre van Hauwelaan;25.0;;2572GA;NAALDWIJK
252023003;252023003;07-12-2005;V;Bruggeman;;Morgan;2717;REGIO 28;;1822;LISSE;27GZ;27GZ;;Mbo1 opleidingen;BOL;25721;Allround technicus voertuigen en mobiele werktuigen;;;100A174;School voor Metaal-, Elektro- en installatietechniek;;Barbiersgaarde;;;2717XB;MONSTER
406823956;406823956;07-11-2003;V;Yildirim;;Mick;2516;REGIO 28;;1740;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25700;Leidinggevende team/afdeling/project;;;100A177;School voor Zorg en Welzijn Leiden;;Voordijkshoorn;;;2516JA;CAPELLE AAN DEN IJSSEL
642750871;642750871;24-10-2005;M;Lachmipersad;;Dylan David;2841;REGIO 28;;477;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25690;Persoonlijk begeleider maatschappelijke zorg;;;100A186;VAVO Haaglanden;;Escamplaan;24.0;;2841AT;'S-GRAVENHAGE
725918794;725918794;18-11-2001;V;Khedoe;van;Eva Justine Eliza;2533;REGIO 34;;1805;OUDEWATER;27GZ;27GZ;;Mbo4 opleidingen;EX;25186;Technicus engineering;;;100A178;School voor Gezondheidszorg Den Haag;;Fabritiusstraat;85.0;;2533JV;OEGSTGEEST
191318285;191318285;28-06-2005;V;Schemering Reelfs;;Rick;2377;REGIO 19;;1822;ZOETERMEER;27GZ;27GZ;;Mbo3 opleidingen;BOL;25307;Salonmanager dame;;;101A783;School voor Orde & Veiligheid;;Dreeslaan;;;2377XN;ROZENBURG ZH
726882279;726882279;05-02-2006;V;Hamayed;;Lesra Bartolomé Donald;2525;REGIO 28;;482;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25379;Manager/ondernemer horeca;;;100A186;VAVO Haaglanden;;Gruttostraat;21.0;;2525ZL;'S-GRAVENHAGE
997050447;997050447;05-12-2002;M;Bechan;;Johannes Cornelis Quirinus Jacobus;2526;REGIO 28;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25145;Business Administration & Control Specialist;;;101A783;VAVO Haaglanden;;Elandplein;24.0;;2526CV;'S-GRAVENZANDE
283493238;283493238;31-12-2004;V;Asamoah;;Kaylee;2264;REGIO 28;;487;RIJSWIJK;27GZ;27GZ;;Mbo2 opleidingen;BOL;25186;Vavo Havo voorexamenklas;;;100A180;School voor Retail en Logistiek Delft;;Juweellaan;25.0;;2264SV;'S-GRAVENHAGE
251925640;251925640;10-01-2001;M;Wel;;Sophie;2532;REGIO 28;;505;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25340;Mbo- Verpleegkunde;;;100A181;School voor Horeca & Facilitaire dienstverlening;;Jonkersdreef;56.0;;2532TS;LEIDEN
405384254;405384254;10-07-2002;M;Koukkouh;de;Cisco;3124;REGIO 36;;510;HAARLEM;27GZ;27GZ;;Mbo1 opleidingen;BOL;25195;Coördinator sport, bewegen en gezondheid;;;100A181;School voor Maatschappelijke zorg en Verzorgende;;Sluiswachterstraat;8.0;;3124NA;PIJNACKER
159196664;159196664;06-12-2004;V;Luz Fortes;van der;Abdul Rahman;2518;REGIO 28;;1392;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25363;Basis technicus voertuigen en mobiele werktuigen;;;100A184;School voor Bouw en Infra;;Muzenplein;11.0;;2518VV;'S-GRAVENZANDE
827133006;827133006;07-09-2006;M;Sönmez;van der;Lieke Sofie;2716;REGIO 28;;506;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;EX;25190;Timmerman;;;100A174;International Hotel and Management School;;Schrijnwerkersgaarde;25.0;;2716AM;Delft
676167125;676167125;23-04-2004;V;Alsemgeest;van;Daimy Melody;2273;REGIO 28;;1708;KATWIJK;27GZ;27GZ;;Mbo3 opleidingen;BOL;25671;Vavo Atheneum Zonder Profiel;;;100A178;School voor Autotechniek en Mobiliteit;;Stevinstraat;23.0;;2273AM;'S-GRAVENHAGE
129831935;129831935;06-05-2001;V;Taşkaya;;Yassine;2492;REGIO 29;;479;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25235;Apothekersassistent;;;100A172;School voor Gezondheidszorg Den Haag;;Rietveen;91.0;;2492RR;ZOETERMEER
872328275;872328275;29-05-2004;M;Wal;;Giovanni Giuseppe Albertus;2295;REGIO 28;;544;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25240;Manager/ondernemer horeca;;;100A179;VAVO Haaglanden;;Noorderhavenkade;25.0;;2295LB;NOOTDORP
627271688;627271688;21-02-2004;M;Heijer;;Kübra;2806;REGIO 28;;1683;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25635;Facilitair leidinggevende;;;100A172;School voor Technologie en Engineering;;Middenweg;21.0;;2806TW;'s-Gravenhage
142585319;142585319;16-04-2002;M;Danait Desale Berhane;;Chaima;;REGIO 28;;550;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25116;Allround Hospitality Medewerker;;;100A186;School voor Zorg en Welzijn Den Haag;;Schalk Burgerstraat;26.0;;;'S-GRAVENHAGE
556992323;556992323;09-06-2005;M;Bos;;Keane Dijon;2645;REGIO 28;;484;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25715;Vavo Havo Nieuw Profiel Cultuur en Maatschappij;;;101A729;School voor Gezondheidszorg Den Haag;;Wateringseweg;30.0;;2645HD;'S-GRAVENHAGE
648187085;648187085;09-05-2006;M;Zwan;;Jian Wai Lun;2596;REGIO 28;;1698;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25156;Assistent horeca, voeding of voedingsindustrie;;;100A177;School voor Zorg en Welzijn Leiden;;Loosduinsekade;25.0;;2596VA;'s-Gravenhage
100427824;100427824;27-06-2000;V;Bavelaar;;Kasper;2521;REGIO 28;;114;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BBL;25768;Beveiliger 2;;;100A180;School voor Metaal-, Elektro- en installatietechniek;;Oude Haagweg;135.0;;2521RN;'S-GRAVENHAGE
340737909;340737909;22-09-2003;V;Meiland;;Amira;2544;REGIO 28;;1375;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25658;Mbo-Verpleegkundige;;;100A196;School voor Maatschappelijke zorg en Verzorgende;;Verseveldtweg;56.0;;2544CL;'S-GRAVENHAGE
354620235;354620235;10-07-2001;M;Bouderbal;;Cato Anna Maria;;REGIO 26;;606;PURMEREND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25274;Allround Assistant Business Services;;;100A178;School voor Bouw en Infra;;Leeuwerik;122.0;;;ALPHEN AAN DEN RIJN
337793736;337793736;12-12-2002;V;Sta;;Evi;2542;REGIO 28;;500;MAASSLUIS;27GZ;27GZ;;Mbo2 opleidingen;;6259;Verkoopspecialist;;;100A172;School voor Entreeopleidingen;;De Bonk;125.0;;2542XB;'S-GRAVENHAGE
394637407;394637407;14-10-1999;M;Adiam Kubrom Bizen;;Riad;2624;REGIO 28;;1627;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25370;Sociaal werker;;;100A187;VAVO Haaglanden;;;34.0;;2624NN;'S-GRAVENHAGE
300954375;300954375;23-03-2001;V;Santen;;Jayla Esmée;2223;REGIO 29;;1518;HOEKSCHE WAARD;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25656;Specialist mode/maatkleding;;;100A178;School voor Pedagogische en Sociale beroepen;;Schoonoordstraat;19.0;;2223XN;DE LIER
159088703;159088703;01-01-2003;V;Huijser;;Jim;;REGIO 28;;574;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25531;Juridisch-administratief dienstverlener;;;100A172;School voor Pedagogische en Sociale beroepen;;Hoefkade;24.0;;;'S-GRAVENHAGE
513713992;513713992;04-12-2003;M;Albers;;Mohaamad;2551;REGIO 28;;489;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25291;Pedagogisch medewerker kinderopvang;;;100A175;School voor Economie en Juridische beroepen;;Romeijnstraat;14.0;;2551ZD;'S-GRAVENHAGE
441791319;441791319;13-01-2005;V;Mol;;Omar;2623;REGIO 28;;1670;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25329;Software developer;;;100A181;School voor Economie en Juridische beroepen;;Lommerbaan;232.0;;2623JK;'S-GRAVENHAGE
747937476;747937476;29-10-2000;V;Sovány;;Bart;2614;REGIO 28;;1738;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25092;Sociaal werker;;;100A177;School voor Economie en Juridische beroepen;;Parallelweg;21.0;;2614XA;
470071756;470071756;29-01-2003;M;Reedijk;van;Serhat;2771;REGIO 28;;225;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25686;Vavo Havo-Nieuw-Profiel-Natuur en Techniek;;;101A729;School voor Zorg en Welzijn Westland;;Leidsevaart;140.0;;2771ZW;'S-GRAVENHAGE
369082058;369082058;24-12-2005;V;Arend;;Naomi;2624;REGIO 28;;1722;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25272;Manager/ondernemer horeca;;;101A729;School voor Zorg en Welzijn Leiden;;Schoutendreef;21.0;;2624WL;MOORDRECHT
548514247;548514247;10-07-2003;V;Raghoebier;van der;Nena;2694;REGIO 28;;510;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;;23199;Leidinggevende leisure & hospitality;;;100A186;School voor Zorg en Welzijn Den Haag;;Azaleastraat;503.0;;2694AG;LEIDSCHENDAM
987539502;987539502;25-03-2005;M;Blindeling;El;Vansshika Susita Amba;2273;REGIO 28;;497;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25737;Marketing & Communication Specialist;;;100A172;School voor Entreeopleidingen;;Verwersdijk;499.0;;2273BJ;MONSTER
913187523;913187523;06-01-2000;V;Voogd;van;Nigel Ruben;2671;REGIO 28;;491;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo3 opleidingen;BOL;25131;Assistent horeca, voeding of voedingsindustrie;;;100A184;School voor Economie en Juridische beroepen;;Fruitweg;26.0;;2671VC;'S-GRAVENHAGE
288369626;288369626;23-03-2001;M;Hennep;;Nnamdi Victor;2525;REGIO 28;;1752;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25188;Zelfstandig medewerker travel & Hospitality;;;100A181;School voor Metaal-, Elektro- en installatietechniek;;Verfmolen;20.0;;2525XH;WADDINXVEEN
390711937;390711937;16-01-2005;M;Başer;;Almohanad;2631;REGIO 28;;1774;ROTTERDAM;27GZ;27GZ;;Mbo1 opleidingen;BBL;23156;Juridisch-administratief dienstverlener;;;101A729;School voor Horeca & Facilitaire dienstverlening;;Ds Heldringlaan;16.0;;2631TR;
785398972;785398972;29-04-2006;M;Haasen;;Wendy;2526;REGIO 28;;1816;ROTTERDAM;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25206;Assistent dienstverlening en zorg;;;100A196;School voor Economie en Juridische beroepen;;Sasboutstraat;122.0;;2526GM;GOUDA
673287704;673287704;23-11-2004;M;Uittenbogaard;;Shendrion David;2264;REGIO 28;;546;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25679;Allround technicus voertuigen en mobiele werktuigen;;;101A729;School voor Autotechniek en Mobiliteit;;Vrederustlaan;16.0;;2264LG;'S-GRAVENHAGE
295350246;295350246;13-06-2006;V;Martina;;Luca;2721;REGIO 28;;1717;ROTTERDAM;27GZ;27GZ;;Mbo3 opleidingen;BOL;25621;Sport en Bewegen;;;100A174;School voor Gezondheidszorg Den Haag;;Middelgraaflaan;26.0;;2721DC;'S-GRAVENHAGE
449298514;449298514;01-03-2006;V;Bildirici;;Nina;2533;REGIO 28;;519;WESTLAND;27GZ;27GZ;;Mbo2 opleidingen;BOL;25221;Assistent mobiliteitsbranche;;;100A174;School voor Zorg en Welzijn Delft;;Van Bossestraat;134.0;;2533TL;BREDA
269340433;269340433;25-06-2003;V;Aarouss;van;Shenaaz Roeafsha Shaïesta;2331;REGIO 28;;507;BRIELLE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25235;Persoonlijk begeleider specifieke doelgroepen;;;100A187;School voor Zorg en Welzijn Delft;;Burg Kampschöerstraat;126.0;;2331BL;ZANDVOORT
833507322;833507322;17-10-2006;M;Harst;;Bram;2586;REGIO 28;;502;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;EX;25526;Mbo- Verpleegkunde;;;100A188;VAVO Haaglanden;;Hofzicht;363.0;;2586TG;ZOETERWOUDE
656974334;656974334;04-09-2004;M;Taş;;Lamyae;2497;REGIO 29;;565;ZOETERMEER;27GZ;27GZ;;Mbo3 opleidingen;BOL;25660;Eerste monteur woning;;;100A175;International Hotel and Management School;;Loevesteinlaan;43.0;;2497ZX;MONSTER
254940538;254940538;17-10-2003;M;Noordennen;van;Yordi;2574;REGIO 28;;494;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25251;Helpende Zorg en Welzijn;;;101A729;VAVO Haaglanden;;Medemblikstraat;21.0;;2574XJ;ZOETERMEER
889883829;889883829;20-10-2000;M;Alsemgeest;;Sterre;2563;REGIO 28;;1814;NISSEWAARD;27GZ;27GZ;;Mbo4 opleidingen;BOL;25579;Agogisch medewerker GGZ;;;100A179;School voor Lifestyle, Sport en Bewegen;;van Naeltwijckstraat;16.0;;2563CN;'S-GRAVENHAGE
160545305;160545305;06-04-2005;M;Heuvel;;Wassim;2512;REGIO 28;;493;WESTLAND;27GZ;27GZ;;Mbo3 opleidingen;BBL;25398;Fashion Tailor;;;100A172;School voor Bouw en Infra;;Lijsterbesstraat;25.0;;2512DK;'S-GRAVENHAGE
465768677;465768677;10-04-2004;M;Aboubaker;van;Simona Lyubomirova;2661;REGIO 29;;1736;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25326;Medewerker human resource management (HRM);;;101A783;School voor Gezondheidszorg Den Haag;;Swammerdamstraat;136.0;;2661EG;RIJNSBURG
200800001;200800001;23-01-2000;M;Hadiaoui;van der;Carey Tweneboa;2525;REGIO 27;;1805;OEGSTGEEST;27GZ;27GZ;;Mbo2 opleidingen;EX;5121;Technicus engineering;;;100A177;School voor Maatschappelijke zorg en Verzorgende;;Reviusrondeel;205.0;;2525EK;Monster
853210535;853210535;23-06-2005;V;Khattouti;;Naomy Aurora;2573;REGIO 6;;1852;ALPHEN AAN DEN RIJN;27GZ;27GZ;;Mbo2 opleidingen;BOL;5121;Technicus elektrotechnische installaties woning en utiliteit;;;100A181;School voor Pedagogische en Sociale beroepen;;Kritzingerstraat;455.0;;2573SC;DEN HOORN ZH
622705003;622705003;22-04-2004;V;Zulver;;Farhan Muzzafar;2241;REGIO 29;;593;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo2 opleidingen;;25298;Expert IT systems and devices;;;100A190;International Hotel and Management School;;Gravin Machteldplantsoen;14.0;;2241AH;VLAARDINGEN
587480999;587480999;03-03-2003;V;Hussein;;Imane;2661;REGIO 28;;1739;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25725;Manager/ondernemer horeca;;;100A172;School voor Zorg en Welzijn Westland;;Windesheimstraat;16.0;;2661VC;DELFT
192326905;192326905;19-03-2006;M;Scheper;;Mariam;2291;REGIO 28;;570;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;5121;Juridisch-administratief dienstverlener;;;100A187;School voor Maatschappelijke zorg en Verzorgende;;Argonnestraat;12.0;;2291JK;'S-GRAVENHAGE
750691147;750691147;05-01-2004;M;Bostelen;El;Sandjana Darchana Shivanya;2625;REGIO 26;;1777;RIJSWIJK;27GZ;27GZ;;Mbo2 opleidingen;BBL;25294;Mbo- Verpleegkunde;;;100A195;School voor Horeca & Facilitaire dienstverlening;;Fruitlaan;15.0;;2625BK;GOUDA
601523867;601523867;12-01-2004;V;Dijk;van de;Quinn Jeremiah;3142;REGIO 29;;502;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25387;Gastheer/-vrouw;;;101A729;School voor Economie Delft;;Garenmarkt;121.0;;3142AM;BERGSCHENHOEK
669564589;669564589;24-06-2000;M;Ouwehand;;Tijn Noë;2285;REGIO 29;;1737;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25250;Vavo Havo Nieuw Profiel Natuur en Gezondheid;;;100A176;School voor Lifestyle, Sport en Bewegen;;Hoefkade;14.0;;2285HV;PIJNACKER
914271152;914271152;02-12-2006;V;Brand;;Yshana Ashley Radjinie;2585;REGIO 28;;512;WADDINXVEEN;27GZ;27GZ;;Mbo4 opleidingen;BBL;5630;Marketing & Communication Specialist;;;100A189;School voor Zorg en Welzijn Westland;;Rhoonstraat;59.0;;2585HT;SINT-MAARTENSDIJK
278321890;278321890;27-12-2005;M;Groot;;Caja Maria;2281;REGIO 28;;513;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25622;Vavo Havo Zonder Profiel;;;100A177;School voor Autotechniek en Mobiliteit;;Julianalaan;30.0;;2281XE;
173117915;173117915;02-12-2000;V;Melaku Abebe Bzayene;van;Sanne;2496;REGIO 28;;493;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25655;Manager/ondernemer horeca;;;100A186;School voor Zorg en Welzijn Leiden;;Gravin Beatrijslaan;19.0;;2496SP;ZOETERMEER
350962093;350962093;27-06-2001;M;Wang;te;Ritvan;2266;REGIO 31;;587;TEYLINGEN;27GZ;27GZ;;Mbo4 opleidingen;BBL;25669;Technicus elektrotechnische systemen;;;100A172;School voor Zorg en Welzijn Westland;;Van Lijnschootenlaan;87.0;;2266NB;HOOFDDORP
814894410;814894410;13-09-2001;V;Demir;;Aleyna Arife;2716;REGIO 28;;484;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25310;Mbo- Verpleegkunde;;;100A172;School voor Business support;;Vrederustlaan;486.0;;2716GM;'S-GRAVENHAGE
560278711;560278711;17-06-2002;V;Leenders;in 't;Bram Johannes;2613;REGIO 28;;588;VALKENBURG AAN DE GEUL;27GZ;27GZ;;Mbo4 opleidingen;BOL;23377;Retailmedewerker;;;100A174;School voor Toerisme en Recreatie;;Van Oosterzeestraat;24.0;;2613MT;VALKENBURG ZH
680120033;680120033;28-12-2004;M;Pineda;;Beau;2651;REGIO 28;;570;WESTLAND;27GZ;27GZ;;Mbo1 opleidingen;BOL;25360;Beveiliger 3;;;100A181;School voor Entreeopleidingen;;Hertenrade;19.0;;2651TN;'S-GRAVENHAGE
729015217;729015217;19-06-2003;V;Berg;van;Mark;2541;REGIO 28;;480;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25320;Manager retail;;;101A729;School voor Horeca & Facilitaire dienstverlening;;Rijswijkseweg;134.0;;2541JG;'S-GRAVENHAGE
542129222;542129222;31-03-2006;V;Otten;;Stylianos;2525;REGIO 28;;494;KATWIJK;27GZ;27GZ;;Mbo3 opleidingen;BBL;25321;Haarverzorging;;;100A180;School voor Gezondheidszorg Den Haag;;Binckhorstlaan;116.0;;2525TH;DE LIER
535657661;535657661;25-04-2003;M;Alkhleif;;Dani Antonius Bennie Daan;;REGIO 28;;1674;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25723;Pedagogisch medewerker kinderopvang;;;100A172;School voor Retail en Logistiek Delft;;Jan Vermeerlaan;16.0;;;'S-GRAVENHAGE
839319674;839319674;01-12-2003;M;Graaff;;Anothai;2565;REGIO 28;;561;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25694;Vavo Havo-Nieuw-Profiel-Natuur en Techniek;;;100A172;School voor Autotechniek en Mobiliteit;;Burg van der Werffstraat;113.0;;2565WH;RIJSWIJK ZH
205644397;205644397;10-01-2005;M;Porier;van;Jalila;2525;REGIO 26;;511;RIJSWIJK;27GZ;27GZ;;Mbo1 opleidingen;BOL;25687;Manager/ondernemer horeca;;;100A190;School voor ICT;;Abdijbrink;262.0;;2525KE;DELFT
758427136;758427136;01-11-2004;M;Mohamed;;Mark Wouter;2542;REGIO 28;;1698;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25727;Vavo Havo Zonder Profiel;;;100A179;School voor Gezondheidszorg Den Haag;;Albert Verweylaan;94.0;;2542JD;ZOETERMEER
144956066;144956066;04-02-2002;V;Wit;in 't;Isa Sophia Christina;2717;REGIO 29;;503;ROTTERDAM;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25628;Persoonlijk begeleider maatschappelijke zorg;;;100A173;School voor Zorg en Welzijn Den Haag;;Stortenbekerstraat;50.0;;2717EK;GOUDA
413763197;413763197;11-07-2004;V;Gorter;;Lisa;2541;REGIO 28;;582;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo3 opleidingen;BOL;23143;Maatschappelijke Zorg;;;100A179;School voor Zorg en Welzijn Delft;;Hartschelpsingel;237.0;;2541PP;MIDDELBURG
378981101;378981101;21-06-2005;M;Bouzhou;van;Reina Johanna;2343;REGIO 29;;1743;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BBL;25327;Allround technicus voertuigen en mobiele werktuigen;;;100A198;School voor Zorg en Welzijn Leiden;;Noordstraat;21.0;;2343VG;VALKENBURG LB
774124269;774124269;24-06-2000;V;Jharap;;Gabriela;2231;REGIO 28;;61;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25608;Mbo- Verpleegkunde;;;100A179;International Hotel and Management School;;Van Ostadestraat;29.0;;2231TV;DELFT
598821486;598821486;10-03-2005;V;Schemering Reelfs;;Ayoub;;REGIO 28;;498;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;25312;Verzorgende-IG;;;100A173;School voor Entreeopleidingen;;Martin Campslaan;25.0;;;'S-GRAVENHAGE
360909746;360909746;12-01-2005;M;Bihi El Arkoubi;;Loubna;2406;REGIO 29;;577;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25591;Beveiliger 2;;;100A180;School voor Orde & Veiligheid;;Loosduinseweg;139.0;;2406JP;'S-GRAVENHAGE
833012467;833012467;29-11-2003;V;Helali;;Eliana Abigail;2266;REGIO 28;;1690;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25255;Coördinator sport- en bewegingsagogie;;;100A173;VAVO Haaglanden;;Landtong;80.0;;2266NC;ALPHEN AAN DEN RIJN
431858822;431858822;06-09-2004;M;Akhtou;van;Usha Debora;2548;REGIO 28;;1780;WASSENAAR;27GZ;27GZ;;Mbo1 opleidingen;BOL;25697;Specialist mode/maatkleding;;;100A175;School voor Economie Delft;;Van Goghstraat;33.0;;2548JS;HONSELERSDIJK
264299172;264299172;14-01-2000;M;Rog;El;Yossef;2717;REGIO 31;;519;LANSINGERLAND;27GZ;27GZ;;Mbo3 opleidingen;EX;25280;Sociaal-maatschappelijk dienstverlener;;;100A177;School voor Zorg en Welzijn Delft;;Ellemare;15.0;;2717WE;DEN HOORN ZH
247984560;247984560;02-02-2006;M;Khelawan;de;Iman;2565;REGIO 28;;578;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25339;Medewerker (financiële) administratie;;;101A783;School voor Zorg en Welzijn Delft;;Grote Woerdlaan;19.0;;2565CD;POELDIJK
308033807;308033807;25-04-2003;M;Essaeh;;Nick;2718;REGIO 28;;1665;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25210;Timmerman;;;100A192;School voor Autotechniek en Mobiliteit;;Loosduinsekade;14.0;;2718KP;NAALDWIJK
969078205;969078205;09-04-2005;V;Ahmed;van;Islam Berat;2911;REGIO 28;;585;KATWIJK;27GZ;27GZ;;Mbo4 opleidingen;BBL;25294;Technisch Specialist Personenauto's;;;101A783;School voor ICT;;Bunchestraat;21.0;;2911CS;PIJNACKER
771961786;771961786;15-08-2004;M;Kleinis;;Hailie Louise;2562;REGIO 29;;498;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25572;Mbo- Verpleegkunde;;;100A172;School voor Technologie en Engineering;;De Boerstraat;106.0;;2562JR;RIJSWIJK ZH
115917193;115917193;21-06-2006;M;Kruk;van;Agyad;2613;REGIO 16;;1845;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25100;Pedagogisch medewerker kinderopvang;;;100A172;School voor Lifestyle, Sport en Bewegen;;Hooftskadelaan;278.0;;2613CS;Delft
731608031;731608031;19-12-2005;M;Eijnden;;Nimeesha Altagracia;2624;REGIO 28;;501;KATWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25415;Eerste Autotechnicus;;;100A191;School voor Autotechniek en Mobiliteit;;Jonkersdreef;142.0;;2624NJ;ZOETERMEER
844482529;844482529;28-06-2002;M;Akdemir;van;Chantal Valerie Dingalan;2552;REGIO 28;;586;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BBL;25308;Aankomend onderofficier grondoptreden;;;100A179;School voor Orde & Veiligheid;;de Tol;119.0;;2552JZ;DELFT
